division,when,team1,team2,time_tot,win,hurdles,name1,start_chng1,time1,name2,start_chng2,time2,name3,start_chng3,time3,name4,start_chng4,time4,event,course_color
4,2020-01-01 16:47:45,RUNami B,Furious Rockets,19.5,L,25.0,Favi,0.05,4.73,Zafi,0.2,4.55,Butch,0.18,4.86,Hettie,0.0,4.94,"Máchale, spadlo ti to! (Louňovice) 2023. július 15-16.",blue
4,2020-01-01 16:47:45,Furious Rockets,RUNami B,19.33,W,27.5,Bárny,0.08,4.71,Shadow,0.24,4.67,Kostimill,0.27,4.77,Cassiann,0.21,4.37,"Máchale, spadlo ti to! (Louňovice) 2023. július 15-16.",red
1,2020-01-01 16:52:32,Jokers All-in,DumbleDogs S,16.58,L,25.0,Lumine,-0.04,3.94,Salma,0.26,4.11,Izzy,0.0,4.02,Engine,0.36,3.93,"Máchale, spadlo ti to! (Louňovice) 2023. július 15-16.",blue
1,2020-01-01 16:52:32,DumbleDogs S,Jokers All-in,17.26,W,30.0,Iyrai,0.09,3.88,Trippy,0.38,3.97,Winky,0.25,3.91,Lili,0.77,4.04,"Máchale, spadlo ti to! (Louňovice) 2023. július 15-16.",red
1,2020-01-01 16:53:49,Jokers All-in,DumbleDogs S,16.22,W,25.0,Lumine,0.08,3.95,Salma,0.0,4.03,Izzy,0.0,4.13,Engine,0.17,3.86,"Máchale, spadlo ti to! (Louňovice) 2023. július 15-16.",blue
1,2020-01-01 16:53:49,DumbleDogs S,Jokers All-in,16.36,L,30.0,Iyrai,0.05,3.89,Trippy,0.3,3.94,Winky,0.0,3.94,Lili,0.18,4.05,"Máchale, spadlo ti to! (Louňovice) 2023. július 15-16.",red
1,2020-01-01 16:55:14,Jokers All-in,DumbleDogs S,22.93,L,25.0,Lumine,0.06,3.87,Salma,-1.0,4.04,Izzy,-1.0,4.08,Engine,0.14,3.94,"Máchale, spadlo ti to! (Louňovice) 2023. július 15-16.",blue
1,2020-01-01 16:55:14,DumbleDogs S,Jokers All-in,22.53,W,30.0,Iyrai,0.07,4.35,Trippy,0.0,3.83,Winky,0.0,4.09,Lili,0.08,3.93,"Máchale, spadlo ti to! (Louňovice) 2023. július 15-16.",red
1,2020-01-01 16:56:38,Jokers All-in,DumbleDogs S,16.53,L,25.0,Lumine,0.08,3.96,Salma,0.0,4.15,Izzy,0.14,4.04,Engine,0.24,3.93,"Máchale, spadlo ti to! (Louňovice) 2023. július 15-16.",blue
1,2020-01-01 16:56:38,DumbleDogs S,Jokers All-in,16.11,W,30.0,Iyrai,0.16,3.99,Trippy,0.0,3.97,Winky,0.0,3.89,Lili,0.15,3.96,"Máchale, spadlo ti to! (Louňovice) 2023. július 15-16.",red
4,2020-01-01 09:46:15,X-treme,WildRunners Zephyr,16.99,W,25.0,Kerby,0.11,3.91,Mína,0.38,3.86,Izzy,0.31,4.3,Nesi,0.13,3.98,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 09:46:15,WildRunners Zephyr,X-treme,18.47,L,20.0,Easy,-0.01,4.35,Fleur,0.24,4.24,Hank,0.55,4.44,Mason,0.0,4.66,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 09:47:27,X-treme,WildRunners Zephyr,22.35,W,25.0,Kerby,0.05,3.94,Mína,0.0,3.92,Izzy,0.0,4.24,Nesi,0.37,4.03,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 09:47:27,WildRunners Zephyr,X-treme,18.63,L,20.0,Easy,0.09,4.4,Fleur,0.37,4.4,Hank,0.0,4.65,Mason,0.0,4.72,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 09:50:40,X-treme,WildRunners Zephyr,22.26,W,25.0,Kerby,0.06,3.93,Mína,0.17,3.9,Izzy,0.36,4.35,Nesi,0.19,4.08,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 09:50:40,WildRunners Zephyr,X-treme,21.05,L,27.5,Fleur,-0.13,4.83,Hank,0.16,4.52,Mason,-1.0,4.74,Bailey,2.54,4.38,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 09:56:45,Flyvaryors Traditional,WildRunners Nightfall,15.83,L,27.5,Lippi,0.002,3.84,Tony,0.37,3.8,Rozi,0.26,3.89,Meggie,-1.0,3.68,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 09:56:45,WildRunners Nightfall,Flyvaryors Traditional,17.51,W,25.0,Nina,0.11,4.14,Gerry,0.16,4.35,Milo,0.25,4.19,Hector,0.21,4.09,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 09:58:05,Flyvaryors Traditional,WildRunners Nightfall,28.71,W,27.5,Lippi,-0.15,3.86,Tony,0.19,3.72,Rozi,0.18,3.99,Meggie,0.2,3.7,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 09:58:05,WildRunners Nightfall,Flyvaryors Traditional,31.0,L,25.0,Nina,0.11,4.24,Gerry,0.27,4.42,Milo,0.77,4.27,Hector,0.33,4.32,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 09:59:15,Flyvaryors Traditional,WildRunners Nightfall,16.14,L,27.5,Lippi,0.19,3.94,Tony,0.13,3.69,Rozi,0.23,4.0,Meggie,0.19,3.77,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 09:59:15,WildRunners Nightfall,Flyvaryors Traditional,18.9,W,25.0,Nina,0.18,4.29,Gerry,0.18,4.37,Milo,0.63,4.49,Hector,0.21,4.55,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 10:05:32,The Rebels Hardcore,AgiFly one,16.67,W,27.5,Nick,0.08,4.23,Finn,0.0,3.94,Baky,0.0,4.07,Luna,0.19,4.16,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 10:05:32,AgiFly one,The Rebels Hardcore,17.67,L,27.5,Jamie,0.3,4.56,Lara,0.15,4.48,Marwie,0.12,4.0,Atý,0.17,3.88,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 10:06:38,The Rebels Hardcore,AgiFly one,16.53,W,27.5,Nick,0.08,4.29,Finn,0.0,4.04,Baky,0.0,3.98,Luna,0.0,4.15,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 10:06:38,AgiFly one,The Rebels Hardcore,17.89,L,27.5,Jamie,0.02,4.67,Lara,0.17,4.45,Marwie,0.35,4.01,Atý,0.33,3.89,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 10:07:43,The Rebels Hardcore,AgiFly one,16.86,W,27.5,Nick,0.07,4.24,Finn,0.16,3.99,Baky,0.0,4.13,Luna,0.17,4.09,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 10:07:43,AgiFly one,The Rebels Hardcore,17.31,L,27.5,Jamie,0.16,4.49,Lara,0.0,4.48,Marwie,0.19,3.98,Atý,0.14,3.87,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 10:13:25,DumbleDogs S,Hop Trop HURRICANE,25.03,L,30.0,Iyrai,-0.002,3.77,Cammi,0.0,3.87,Evelyn,0.17,4.08,Winky,0.0,3.74,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 10:13:25,Hop Trop HURRICANE,DumbleDogs S,34.06,W,20.0,Dixi,0.18,4.53,Uta,0.0,4.39,Cayenne,0.42,4.2,Choose,0.34,,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 10:14:42,DumbleDogs S,Hop Trop HURRICANE,29.51,L,30.0,Iyrai,0.06,3.83,Cammi,-1.0,3.84,Evelyn,0.24,4.08,Winky,0.0,3.85,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 10:14:42,Hop Trop HURRICANE,DumbleDogs S,18.78,W,20.0,Dixi,0.18,4.56,Uta,0.36,4.5,Cayenne,0.27,4.19,Choose,0.27,4.45,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 10:15:59,DumbleDogs S,Hop Trop HURRICANE,15.94,L,30.0,Iyrai,0.11,3.9,Cammi,0.0,3.9,Evelyn,-1.0,4.08,Winky,0.23,3.72,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 10:15:59,Hop Trop HURRICANE,DumbleDogs S,18.47,W,20.0,Dixi,0.14,4.58,Uta,0.2,4.51,Cayenne,0.0,4.18,Choose,0.39,4.47,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 10:21:47,Lavina Alfa,Too X-treme,16.78,W,27.5,Bambi,0.005,3.89,Vojta,0.0,4.01,Aida,0.21,3.98,Rocky,0.1,4.61,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 10:21:47,Too X-treme,Lavina Alfa,18.76,L,15.0,Rio,0.1,3.91,Aranka,0.3,4.12,Ruby,0.17,4.59,Kyle,0.45,5.12,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 10:23:19,Lavina Alfa,Too X-treme,30.27,W,27.5,Bria,0.11,3.93,Vojta,0.16,3.99,Aida,0.33,3.97,Rocky,0.58,4.43,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 10:23:19,Too X-treme,Lavina Alfa,37.67,L,15.0,Rio,0.08,4.13,Aranka,0.12,4.05,Ruby,-1.0,4.54,Kyle,0.38,4.79,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 10:24:39,Lavina Alfa,Too X-treme,17.32,W,27.5,Bria,0.06,3.86,Vojta,0.51,3.9,Aida,0.16,4.01,Rocky,0.41,4.42,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 10:24:39,Too X-treme,Lavina Alfa,17.86,L,15.0,Rio,-0.15,4.03,Aranka,0.21,4.22,Kyle,0.31,4.94,Ruby,-0.3,4.6,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 10:30:35,Flyvaryors New Wave,Frenky's Funny,15.66,W,22.5,Zack,0.14,3.82,Brutus,0.11,3.92,Dara,0.25,3.57,Arthur,0.18,3.68,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 10:30:35,Frenky's Funny,Flyvaryors New Wave,18.03,L,27.5,Porto,0.21,4.33,Easy,0.5,4.15,Trixie,0.65,4.05,Laty,0.2,3.94,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 10:31:51,Flyvaryors New Wave,Frenky's Funny,15.67,W,22.5,Zack,0.14,3.77,Brutus,0.27,3.92,Dara,0.15,3.57,Arthur,0.18,3.68,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 10:31:51,Frenky's Funny,Flyvaryors New Wave,17.28,L,27.5,Porto,0.11,4.33,Easy,0.0,4.11,Trixie,0.6,3.98,Laty,0.25,3.91,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 10:33:19,Flyvaryors New Wave,Frenky's Funny,15.52,W,22.5,Zack,0.16,3.8,Brutus,0.0,4.04,Dara,0.0,3.71,Arthur,0.11,3.7,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 10:33:19,Frenky's Funny,Flyvaryors New Wave,17.49,L,27.5,Porto,0.16,4.43,Easy,0.0,4.08,Trixie,0.58,4.0,Laty,0.23,4.01,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 10:41:15,WildRunners hopefuls,The Rebels Rock and Roll,16.45,W,27.5,Cookies,0.11,3.93,Enola,0.37,3.88,Maggie,0.0,3.94,Alfie,0.0,4.23,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 10:41:15,The Rebels Rock and Roll,WildRunners hopefuls,17.9,L,20.0,Beky,0.1,4.11,Ellie,0.17,4.02,Volis,0.0,4.14,Sheera,0.0,5.36,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 10:42:37,WildRunners hopefuls,The Rebels Rock and Roll,16.94,W,27.5,Cookies,0.09,4.0,Enola,0.48,3.9,Maggie,0.16,4.07,Alfie,0.16,4.06,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 10:42:37,The Rebels Rock and Roll,WildRunners hopefuls,17.91,L,20.0,Beky,0.06,4.17,Ellie,0.0,4.1,Volis,0.0,4.17,Sheera,0.3,5.11,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 10:44:00,WildRunners hopefuls,The Rebels Rock and Roll,23.27,L,27.5,Cookies,-0.02,4.06,Enola,0.29,3.94,Maggie,0.2,4.03,Alfie,0.0,4.17,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 10:44:00,The Rebels Rock and Roll,WildRunners hopefuls,23.18,W,20.0,Beky,0.11,4.13,Ellie,-1.0,4.06,Volis,0.17,4.09,Sheera,0.0,5.02,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 10:49:45,Jokers All-in,FOFR DOG,16.79,W,25.0,Lumine,0.13,3.9,Salma,0.2,3.95,Izzy,0.21,3.95,Rhys,0.29,4.17,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 10:49:45,FOFR DOG,Jokers All-in,17.73,L,27.5,Hessie,0.35,4.78,Dizzy,0.18,4.37,Tex,0.0,4.02,Daggry,0.14,3.89,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 10:50:58,Jokers All-in,FOFR DOG,16.56,W,25.0,Lumine,0.19,3.92,Salma,0.0,4.14,Izzy,0.0,4.12,Rhys,0.0,4.19,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 10:50:58,FOFR DOG,Jokers All-in,17.27,L,27.5,Hessie,0.22,4.85,Dizzy,0.0,4.38,Tex,-1.0,4.04,Daggry,-0.14,3.92,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 10:52:11,Jokers All-in,FOFR DOG,17.02,W,25.0,Lumine,0.19,3.91,Salma,0.27,4.16,Izzy,0.0,4.05,Rhys,0.39,4.05,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 10:52:11,FOFR DOG,Jokers All-in,17.5,L,27.5,Hessie,0.26,4.81,Dizzy,-1.0,4.46,Tex,0.0,4.08,Daggry,0.0,3.89,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 11:01:25,WildRunners Zephyr,RUNami A,20.35,L,20.0,Easy,0.05,4.47,Fleur,0.25,4.13,Hank,0.23,4.36,Bailey,2.46,4.42,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 11:01:25,RUNami A,WildRunners Zephyr,17.45,W,25.0,Butch,0.07,4.25,Fík,0.26,4.46,Black,0.0,3.99,Elia,0.26,4.16,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 11:02:44,WildRunners Zephyr,RUNami A,20.25,L,20.0,Easy,0.08,4.37,Fleur,0.2,4.19,Hank,0.27,4.33,Bailey,2.38,4.44,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 11:02:44,RUNami A,WildRunners Zephyr,17.44,W,25.0,Butch,0.03,4.25,Fík,0.17,4.48,Black,0.19,3.93,Elia,0.2,4.19,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 11:03:58,WildRunners Zephyr,RUNami A,20.81,L,20.0,Easy,0.1,4.44,Fleur,0.15,4.32,Hank,0.24,4.42,Bailey,2.56,4.59,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 11:03:58,RUNami A,WildRunners Zephyr,16.8,W,25.0,Butch,0.03,4.38,Fík,0.0,4.09,Black,0.0,4.1,Elia,0.0,4.18,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 11:09:42,WildRunners Nightfall,X-treme,17.56,L,25.0,Nina,0.14,4.14,Falco,0.14,4.51,Gerry,0.0,4.39,Hector,0.13,4.12,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 11:09:42,X-treme,WildRunners Nightfall,16.3,W,25.0,Kerby,0.09,3.92,Nesi,0.0,4.1,Mína,0.0,3.91,Maze,0.19,4.09,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 11:10:41,WildRunners Nightfall,X-treme,17.47,L,25.0,Nina,0.12,4.19,Falco,0.25,3.95,Gerry,0.29,4.43,Hector,0.0,4.25,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 11:10:41,X-treme,WildRunners Nightfall,16.35,W,25.0,Kerby,0.11,3.97,Nesi,0.29,4.03,Mína,0.0,3.89,Maze,0.0,4.07,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 11:11:42,WildRunners Nightfall,X-treme,17.74,L,25.0,Nina,0.15,4.25,Falco,0.27,4.0,Gerry,0.3,4.4,Hector,0.15,4.22,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 11:11:42,X-treme,WildRunners Nightfall,16.82,W,25.0,Kerby,0.26,3.93,Nesi,0.18,4.04,Mína,0.28,3.85,Maze,0.13,4.15,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 11:16:59,AgiFly one,WildRunners dreamers,20.14,L,27.5,Jamie,0.05,4.52,Marwie,0.99,4.05,Lara,0.96,4.56,Rebeca,0.37,4.65,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 11:16:59,WildRunners dreamers,AgiFly one,16.6,W,25.0,Sunny,0.07,3.91,Alex,0.0,4.26,Tyna,0.26,4.03,Dixie,0.0,4.07,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 11:18:23,AgiFly one,WildRunners dreamers,19.62,L,27.5,Jamie,0.003,4.57,Marwie,0.41,4.05,Lara,1.15,4.49,Rebeca,0.27,4.69,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 11:18:23,WildRunners dreamers,AgiFly one,16.63,W,25.0,Sunny,0.05,4.02,Alex,0.0,4.28,Tyna,0.2,4.04,Dixie,0.0,4.04,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 11:19:35,AgiFly one,WildRunners dreamers,18.69,L,27.5,Jamie,0.003,4.59,Marwie,0.31,4.03,Lara,0.46,4.49,Rebeca,0.0,4.82,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 11:19:35,WildRunners dreamers,AgiFly one,17.05,W,25.0,Sunny,0.18,3.94,Alex,0.13,4.27,Tyna,0.43,3.99,Dixie,0.0,4.11,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 11:24:46,Hop Trop HURRICANE,The Rebels Hardcore,18.57,L,20.0,Fler,0.04,4.33,Dixi,0.21,4.57,Choose,0.32,4.49,Lucka,0.43,4.18,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 11:24:46,The Rebels Hardcore,Hop Trop HURRICANE,16.62,W,27.5,Finn,0.08,4.03,Baky,0.14,4.01,Foxy,0.0,4.08,Luna,0.0,4.28,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 11:26:07,Hop Trop HURRICANE,The Rebels Hardcore,18.0,L,20.0,Fler,0.09,4.43,Dixi,0.44,4.51,Choose,0.0,4.55,Lucka,-0.21,4.19,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 11:26:07,The Rebels Hardcore,Hop Trop HURRICANE,16.74,W,27.5,Finn,0.09,4.05,Baky,0.0,4.19,Foxy,0.0,4.02,Luna,0.21,4.19,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
3,2020-01-01 11:27:31,Hop Trop HURRICANE,The Rebels Hardcore,17.98,L,20.0,Fler,0.07,4.49,Dixi,0.0,4.56,Choose,0.0,4.49,Lucka,0.18,4.2,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
3,2020-01-01 11:27:31,The Rebels Hardcore,Hop Trop HURRICANE,16.85,W,27.5,Finn,0.03,4.0,Baky,0.0,4.19,Foxy,0.0,4.21,Luna,0.0,4.42,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 11:33:20,Too X-treme,WildRunners Maximini,17.28,L,15.0,Rio,-0.005,3.99,Aranka,0.0,4.23,Fren,0.0,4.33,Ruby,0.14,4.59,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 11:33:20,WildRunners Maximini,Too X-treme,31.93,W,25.0,Brooke,-0.03,4.15,Bree,0.42,4.21,Bella,0.25,4.9,Ashley,-0.14,4.08,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 11:34:39,Too X-treme,WildRunners Maximini,17.68,W,15.0,Rio,0.08,3.96,Aranka,0.22,4.1,Fren,0.34,4.28,Ruby,0.15,4.54,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 11:34:39,WildRunners Maximini,Too X-treme,31.5,L,25.0,Brooke,0.23,4.13,Bree,0.35,4.14,Bella,0.23,4.93,Ashley,0.0,4.21,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 11:35:41,Too X-treme,WildRunners Maximini,17.67,W,15.0,Rio,0.02,4.04,Aranka,0.0,4.22,Fren,0.41,4.32,Ruby,0.0,4.66,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 11:35:41,WildRunners Maximini,Too X-treme,18.2,L,25.0,Brooke,0.003,4.21,Bree,0.0,4.33,Bella,0.21,4.95,Ashley,0.29,4.2,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 11:40:33,Frenky's Funny,Lavina Alfa,17.79,L,27.5,Porto,0.08,4.29,Easy,0.14,4.08,Trixie,0.78,3.98,Laty,0.35,4.11,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 11:40:33,Lavina Alfa,Frenky's Funny,16.5,W,27.5,Bria,0.04,3.94,Vojta,0.33,3.93,Aida,0.0,4.02,Bambi,0.1,4.14,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 11:41:54,Frenky's Funny,Lavina Alfa,17.68,W,27.5,Porto,0.06,4.41,Easy,0.17,4.15,Trixie,0.39,4.02,Laty,0.38,4.11,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 11:41:54,Lavina Alfa,Frenky's Funny,25.03,L,27.5,Bria,0.11,3.9,Vojta,1.69,3.92,Aida,0.0,3.98,Bambi,0.18,4.03,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
2,2020-01-01 11:43:14,Frenky's Funny,Lavina Alfa,17.37,L,27.5,Porto,0.05,4.36,Easy,0.0,4.19,Trixie,0.45,4.09,Laty,0.14,4.09,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
2,2020-01-01 11:43:14,Lavina Alfa,Frenky's Funny,16.58,W,27.5,Bria,0.09,3.91,Vojta,0.27,3.99,Aida,0.14,4.01,Bambi,0.0,4.17,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 11:49:03,The Rebels Rock and Roll,Hop Trop PRAGUE,17.02,L,27.5,Beky,0.02,4.15,Kelsey,-1.0,4.29,Ellie,-1.0,4.12,Nyx,-1.0,4.44,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 11:49:03,Hop Trop PRAGUE,The Rebels Rock and Roll,18.58,W,17.5,Fay,0.19,3.91,Melie,0.39,4.09,Jezi,0.71,4.28,Carmela,0.57,4.44,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 11:50:40,The Rebels Rock and Roll,Hop Trop PRAGUE,23.92,L,27.5,Beky,0.1,4.22,Kelsey,0.19,4.31,Ellie,-1.0,4.14,Nyx,0.0,4.38,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 11:50:40,Hop Trop PRAGUE,The Rebels Rock and Roll,23.28,W,17.5,Fay,0.17,4.05,Melie,0.0,4.14,Jezi,0.02,4.53,Carmela,0.0,4.52,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 11:52:52,The Rebels Rock and Roll,Hop Trop PRAGUE,33.61,L,27.5,Beky,0.04,4.28,Kelsey,-1.0,4.35,Ellie,0.19,4.41,Nyx,1.2,4.52,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 11:52:52,Hop Trop PRAGUE,The Rebels Rock and Roll,32.54,W,17.5,Fay,0.17,4.63,Melie,0.42,4.14,Jezi,0.44,4.21,Carmela,0.4,4.44,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 11:58:29,FOFR DOG,WildRunners hopefuls,18.26,W,22.5,Dizzy,0.1,4.36,Tex,0.19,3.83,Daggry,0.47,3.85,Ogi,0.69,4.79,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 11:58:29,WildRunners hopefuls,FOFR DOG,16.17,L,27.5,Enola,0.09,3.87,Moon,-1.0,3.94,Maggie,0.0,4.01,Alfie,0.2,4.07,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 11:59:33,FOFR DOG,WildRunners hopefuls,17.41,L,22.5,Dizzy,0.11,4.41,Tex,0.0,4.02,Daggry,0.19,3.78,Ogi,0.13,4.78,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 11:59:33,WildRunners hopefuls,FOFR DOG,16.42,W,27.5,Enola,0.07,4.04,Moon,0.0,4.01,Maggie,0.0,3.97,Alfie,0.3,4.04,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
1,2020-01-01 12:00:49,FOFR DOG,WildRunners hopefuls,25.52,W,22.5,Dizzy,0.13,5.01,Tex,0.7,3.97,Daggry,0.21,3.83,Ogi,0.39,4.79,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
1,2020-01-01 12:00:49,WildRunners hopefuls,FOFR DOG,25.85,L,27.5,Enola,-0.05,3.99,Moon,0.39,3.96,Maggie,0.0,4.02,Alfie,0.12,4.12,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 12:08:22,RUNami A,Flyvaryors Traditional,17.3,L,25.0,Fík,0.06,4.04,Black,0.21,4.1,Elia,0.36,4.16,Čoko,0.0,4.37,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
4,2020-01-01 12:08:22,Flyvaryors Traditional,RUNami A,16.28,W,27.5,Lippi,0.16,3.79,Tony,0.31,3.73,Rozi,0.2,4.03,Meggie,0.32,3.75,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,red
4,2020-01-01 12:09:36,RUNami A,Flyvaryors Traditional,17.43,L,25.0,Fík,0.16,4.05,Black,-1.0,3.98,Elia,0.49,4.2,Čoko,0.17,4.38,Mistrovství České republiky (Blšany) 2023. szeptember 3-4.,blue
